"Country","Vaccine","Year","Coverage"
"Ecuador","BCG","1983",0.85
"Ecuador","BCG","1984",0.99
"Ecuador","BCG","1985",0.99
"Ecuador","BCG","1986",0.93
"Ecuador","BCG","1987",0.85
"Ecuador","BCG","1988",0.86
"Ecuador","BCG","1989",0.91
"Ecuador","BCG","1990",0.99
"Ecuador","BCG","1991",0.93
"Ecuador","BCG","1992",0.99
"Ecuador","BCG","1993",0.99
"Ecuador","BCG","1994",0.99
"Ecuador","BCG","1995",0.99
"Ecuador","BCG","1996",0.99
"Ecuador","BCG","1997",0.99
"Ecuador","BCG","1998",0.98
"Ecuador","BCG","1999",0.99
"Ecuador","BCG","2000",0.99
"Ecuador","BCG","2001",0.99
"Ecuador","BCG","2002",0.99
"Ecuador","BCG","2003",0.99
"Ecuador","BCG","2004",0.99
"Ecuador","BCG","2005",0.99
"Ecuador","BCG","2006",0.99
"Ecuador","BCG","2007",0.99
"Ecuador","BCG","2008",0.99
"Ecuador","BCG","2009",0.99
"Ecuador","BCG","2010",0.99
"Ecuador","BCG","2011",0.99
"Ecuador","BCG","2012",0.99
"Ecuador","BCG","2013",0.9
"Ecuador","BCG","2014",0.89
"Ecuador","BCG","2015",0.88
"Ecuador","BCG","2016",0.84
"Ecuador","BCG","2017",0.88
"Ecuador","BCG","2018",0.9
"Egypt","BCG","1979",0.7000000000000001
"Egypt","BCG","1980",0.72
"Egypt","BCG","1981",0.71
"Egypt","BCG","1982",0.74
"Egypt","BCG","1984",0.71
"Egypt","BCG","1985",0.8
"Egypt","BCG","1986",0.77
"Egypt","BCG","1987",0.84
"Egypt","BCG","1988",0.8
"Egypt","BCG","1989",0.8300000000000001
"Egypt","BCG","1990",0.89
"Egypt","BCG","1991",0.92
"Egypt","BCG","1992",0.92
"Egypt","BCG","1993",0.9500000000000001
"Egypt","BCG","1994",0.9500000000000001
"Egypt","BCG","1995",0.93
"Egypt","BCG","1996",0.9500000000000001
"Egypt","BCG","1997",0.98
"Egypt","BCG","1998",0.99
"Egypt","BCG","1999",0.98
"Egypt","BCG","2000",0.98
"Egypt","BCG","2001",0.98
"Egypt","BCG","2002",0.98
"Egypt","BCG","2003",0.98
"Egypt","BCG","2004",0.98
"Egypt","BCG","2005",0.98
"Egypt","BCG","2006",0.99
"Egypt","BCG","2007",0.98
"Egypt","BCG","2008",0.98
"Egypt","BCG","2009",0.98
"Egypt","BCG","2010",0.98
"Egypt","BCG","2011",0.98
"Egypt","BCG","2012",0.9500000000000001
"Egypt","BCG","2013",0.98
"Egypt","BCG","2014",0.96
"Egypt","BCG","2015",0.96
"Egypt","BCG","2016",0.96
"Egypt","BCG","2017",0.86
"Egypt","BCG","2018",0.9500000000000001
"ElSalvador","BCG","1980",0.56
"ElSalvador","BCG","1981",0.47000000000000003
"ElSalvador","BCG","1982",0.46
"ElSalvador","BCG","1983",0.48
"ElSalvador","BCG","1984",0.22
"ElSalvador","BCG","1985",0.5
"ElSalvador","BCG","1986",0.51
"ElSalvador","BCG","1987",0.55
"ElSalvador","BCG","1988",0.56
"ElSalvador","BCG","1989",0.62
"ElSalvador","BCG","1990",0.75
"ElSalvador","BCG","1991",0.67
"ElSalvador","BCG","1992",0.62
"ElSalvador","BCG","1993",0.79
"ElSalvador","BCG","1994",0.8200000000000001
"ElSalvador","BCG","1995",0.99
"ElSalvador","BCG","1996",0.98
"ElSalvador","BCG","1997",0.9500000000000001
"ElSalvador","BCG","1998",0.99
"ElSalvador","BCG","1999",0.72
"ElSalvador","BCG","2000",0.99
"ElSalvador","BCG","2001",0.92
"ElSalvador","BCG","2002",0.92
"ElSalvador","BCG","2003",0.91
"ElSalvador","BCG","2004",0.9400000000000001
"ElSalvador","BCG","2005",0.84
"ElSalvador","BCG","2006",0.93
"ElSalvador","BCG","2007",0.99
"ElSalvador","BCG","2008",0.99
"ElSalvador","BCG","2009",0.88
"ElSalvador","BCG","2010",0.89
"ElSalvador","BCG","2011",0.91
"ElSalvador","BCG","2012",0.9
"ElSalvador","BCG","2013",0.9
"ElSalvador","BCG","2014",0.85
"ElSalvador","BCG","2015",0.99
"ElSalvador","BCG","2016",0.87
"ElSalvador","BCG","2017",0.8300000000000001
"ElSalvador","BCG","2018",0.81
"EquatorialGuinea","BCG","1985",0.28
"EquatorialGuinea","BCG","1986",0.3
"EquatorialGuinea","BCG","1988",0.49
"EquatorialGuinea","BCG","1989",0.49
"EquatorialGuinea","BCG","1992",0.81
"EquatorialGuinea","BCG","1993",0.84
"EquatorialGuinea","BCG","1995",0.99
"EquatorialGuinea","BCG","1996",0.99
"EquatorialGuinea","BCG","1997",0.99
"EquatorialGuinea","BCG","1999",0.48
"EquatorialGuinea","BCG","2000",0.34
"EquatorialGuinea","BCG","2001",0.73
"EquatorialGuinea","BCG","2002",0.91
"EquatorialGuinea","BCG","2003",0.6
"EquatorialGuinea","BCG","2004",0.58
"EquatorialGuinea","BCG","2005",0.42
"EquatorialGuinea","BCG","2006",0.47000000000000003
"EquatorialGuinea","BCG","2007",0.56
"EquatorialGuinea","BCG","2008",0.71
"EquatorialGuinea","BCG","2009",0.68
"EquatorialGuinea","BCG","2010",0.58
"EquatorialGuinea","BCG","2011",0.53
"EquatorialGuinea","BCG","2012",0.53
"EquatorialGuinea","BCG","2013",0.51
"EquatorialGuinea","BCG","2014",0.64
"EquatorialGuinea","BCG","2015",0.35000000000000003
"EquatorialGuinea","BCG","2016",0.46
"EquatorialGuinea","BCG","2017",0.5
"EquatorialGuinea","BCG","2018",0.56
"Eritrea","BCG","1993",0.37
"Eritrea","BCG","1994",0.46
"Eritrea","BCG","1995",0.44
"Eritrea","BCG","1996",0.52
"Eritrea","BCG","1997",0.67
"Eritrea","BCG","1998",0.71
"Eritrea","BCG","1999",0.64
"Eritrea","BCG","2000",0.61
"Eritrea","BCG","2001",0.7000000000000001
"Eritrea","BCG","2002",0.75
"Eritrea","BCG","2003",0.8
"Eritrea","BCG","2004",0.85
"Eritrea","BCG","2005",0.85
"Eritrea","BCG","2006",0.9
"Eritrea","BCG","2007",0.9
"Eritrea","BCG","2008",0.9
"Eritrea","BCG","2009",0.9
"Eritrea","BCG","2010",0.9
"Eritrea","BCG","2011",0.97
"Eritrea","BCG","2012",0.97
"Eritrea","BCG","2013",0.97
"Eritrea","BCG","2014",0.97
"Eritrea","BCG","2015",0.97
"Eritrea","BCG","2016",0.97
"Eritrea","BCG","2017",0.97
"Eritrea","BCG","2018",0.97
"Estonia","BCG","1976",0.98
"Estonia","BCG","1977",0.99
"Estonia","BCG","1978",0.97
"Estonia","BCG","1979",0.97
"Estonia","BCG","1980",0.96
"Estonia","BCG","1981",0.96
"Estonia","BCG","1982",0.97
"Estonia","BCG","1983",0.97
"Estonia","BCG","1984",0.96
"Estonia","BCG","1985",0.97
"Estonia","BCG","1986",0.96
"Estonia","BCG","1987",0.98
"Estonia","BCG","1988",0.99
"Estonia","BCG","1989",0.99
"Estonia","BCG","1990",0.98
"Estonia","BCG","1991",0.98
"Estonia","BCG","1992",0.98
"Estonia","BCG","1993",0.98
"Estonia","BCG","1994",0.98
"Estonia","BCG","1995",0.99
"Estonia","BCG","1996",0.99
"Estonia","BCG","1997",0.99
"Estonia","BCG","1998",0.99
"Estonia","BCG","1999",0.99
"Estonia","BCG","2000",0.99
"Estonia","BCG","2001",0.99
"Estonia","BCG","2002",0.99
"Estonia","BCG","2003",0.99
"Estonia","BCG","2004",0.99
"Estonia","BCG","2005",0.99
"Estonia","BCG","2006",0.99
"Estonia","BCG","2007",0.98
"Estonia","BCG","2008",0.98
"Estonia","BCG","2009",0.97
"Estonia","BCG","2010",0.97
"Estonia","BCG","2011",0.99
"Estonia","BCG","2012",0.97
"Estonia","BCG","2013",0.96
"Estonia","BCG","2014",0.9500000000000001
"Estonia","BCG","2015",0.9500000000000001
"Estonia","BCG","2016",0.9500000000000001
"Estonia","BCG","2017",0.9400000000000001
"Estonia","BCG","2018",0.92
"Swaziland","BCG","1981",0.59
"Swaziland","BCG","1982",0.66
"Swaziland","BCG","1983",0.72
"Swaziland","BCG","1984",0.73
"Swaziland","BCG","1985",0.79
"Swaziland","BCG","1986",0.91
"Swaziland","BCG","1987",0.9400000000000001
"Swaziland","BCG","1988",0.9500000000000001
"Swaziland","BCG","1989",0.96
"Swaziland","BCG","1990",0.96
"Swaziland","BCG","1991",0.71
"Swaziland","BCG","1992",0.97
"Swaziland","BCG","1993",0.98
"Swaziland","BCG","1994",0.99
"Swaziland","BCG","1995",0.99
"Swaziland","BCG","1996",0.85
"Swaziland","BCG","1997",0.85
"Swaziland","BCG","1998",0.99
"Swaziland","BCG","1999",0.97
"Swaziland","BCG","2000",0.9
"Swaziland","BCG","2001",0.9500000000000001
"Swaziland","BCG","2002",0.9500000000000001
"Swaziland","BCG","2003",0.97
"Swaziland","BCG","2004",0.84
"Swaziland","BCG","2005",0.84
"Swaziland","BCG","2006",0.78
"Swaziland","BCG","2007",0.68
"Swaziland","BCG","2008",0.7000000000000001
"Swaziland","BCG","2009",0.5700000000000001
"Swaziland","BCG","2010",0.98
"Swaziland","BCG","2011",0.98
"Swaziland","BCG","2012",0.68
"Swaziland","BCG","2013",0.99
"Swaziland","BCG","2014",0.99
"Swaziland","BCG","2015",0.98
"Swaziland","BCG","2016",0.97
"Swaziland","BCG","2017",0.98
"Swaziland","BCG","2018",0.92
"Ethiopia","BCG","1981",0.05
"Ethiopia","BCG","1982",0.06
"Ethiopia","BCG","1983",0.07
"Ethiopia","BCG","1984",0.08
"Ethiopia","BCG","1985",0.11
"Ethiopia","BCG","1986",0.13
"Ethiopia","BCG","1987",0.28
"Ethiopia","BCG","1988",0.27
"Ethiopia","BCG","1989",0.44
"Ethiopia","BCG","1990",0.7000000000000001
"Ethiopia","BCG","1991",0.29
"Ethiopia","BCG","1992",0.26
"Ethiopia","BCG","1993",0.36
"Ethiopia","BCG","1994",0.46
"Ethiopia","BCG","1995",0.65
"Ethiopia","BCG","1996",0.54
"Ethiopia","BCG","1997",0.52
"Ethiopia","BCG","1998",0.47000000000000003
"Ethiopia","BCG","1999",0.5
"Ethiopia","BCG","2000",0.51
"Ethiopia","BCG","2001",0.56
"Ethiopia","BCG","2002",0.55
"Ethiopia","BCG","2003",0.5700000000000001
"Ethiopia","BCG","2004",0.67
"Ethiopia","BCG","2005",0.67
"Ethiopia","BCG","2006",0.72
"Ethiopia","BCG","2007",0.72
"Ethiopia","BCG","2008",0.81
"Ethiopia","BCG","2009",0.76
"Ethiopia","BCG","2010",0.6900000000000001
"Ethiopia","BCG","2011",0.54
"Ethiopia","BCG","2013",0.77
"Ethiopia","BCG","2014",0.78
"Ethiopia","BCG","2015",0.97
"Ethiopia","BCG","2016",0.92
"Ethiopia","BCG","2017",0.9400000000000001
"Ethiopia","BCG","2018",0.8200000000000001
"Fiji","BCG","1976",0.99
"Fiji","BCG","1977",0.99
"Fiji","BCG","1978",0.99
"Fiji","BCG","1979",0.98
"Fiji","BCG","1980",0.9500000000000001
"Fiji","BCG","1981",0.98
"Fiji","BCG","1982",0.98
"Fiji","BCG","1983",0.99
"Fiji","BCG","1984",0.9400000000000001
"Fiji","BCG","1985",0.99
"Fiji","BCG","1986",0.96
"Fiji","BCG","1987",0.93
"Fiji","BCG","1988",0.99
"Fiji","BCG","1989",0.99
"Fiji","BCG","1990",0.99
"Fiji","BCG","1991",0.99
"Fiji","BCG","1993",0.99
"Fiji","BCG","1994",0.99
"Fiji","BCG","1995",0.99
"Fiji","BCG","1996",0.99
"Fiji","BCG","1997",0.9500000000000001
"Fiji","BCG","1998",0.9500000000000001
"Fiji","BCG","2001",0.99
"Fiji","BCG","2002",0.99
"Fiji","BCG","2003",0.99
"Fiji","BCG","2004",0.93
"Fiji","BCG","2005",0.9
"Fiji","BCG","2006",0.93
"Fiji","BCG","2007",0.9
"Fiji","BCG","2008",0.99
"Fiji","BCG","2009",0.88
"Fiji","BCG","2010",0.99
"Fiji","BCG","2011",0.61
"Fiji","BCG","2012",0.99
"Fiji","BCG","2013",0.99
"Fiji","BCG","2014",0.99
"Fiji","BCG","2015",0.99
"Fiji","BCG","2016",0.99
"Fiji","BCG","2017",0.99
"Fiji","BCG","2018",0.76
"Finland","BCG","1981",0.9
"Finland","BCG","1982",0.9
"Finland","BCG","1983",0.9
"Finland","BCG","1986",0.8
"Finland","BCG","1988",0.99
"Finland","BCG","1989",0.91
"Finland","BCG","1990",0.91
"Finland","BCG","1991",0.99
"Finland","BCG","1992",0.99
"Finland","BCG","1993",0.99
"Finland","BCG","1994",0.99
"Finland","BCG","1995",0.99
"Finland","BCG","1996",0.99
"Finland","BCG","1997",0.99
"Finland","BCG","1998",0.99
"Finland","BCG","1999",0.99
"Finland","BCG","2000",0.99
"Finland","BCG","2001",0.99
"Finland","BCG","2002",0.99
"Finland","BCG","2003",0.98
"Finland","BCG","2004",0.98
"Finland","BCG","2005",0.98
"Finland","BCG","2006",0.98
"Finland","BCG","2007",0.97
"Finland","BCG","2008",0.97
"Finland","BCG","2009",0.99
"France","BCG","1981",0.8
"France","BCG","1983",0.81
"France","BCG","1984",0.96
"France","BCG","1985",0.8200000000000001
"France","BCG","1986",0.84
"France","BCG","1987",0.76
"France","BCG","1988",0.79
"France","BCG","1989",0.77
"France","BCG","1990",0.74
"France","BCG","1991",0.78
"France","BCG","1992",0.77
"France","BCG","1993",0.79
"France","BCG","1994",0.81
"France","BCG","1995",0.8300000000000001
"France","BCG","1996",0.8200000000000001
"France","BCG","1997",0.8200000000000001
"France","BCG","1998",0.81
"France","BCG","1999",0.8300000000000001
"France","BCG","2000",0.8300000000000001
"France","BCG","2001",0.84
"France","BCG","2002",0.85
"France","BCG","2003",0.84
"France","BCG","2004",0.85
"France","BCG","2005",0.81
"France","BCG","2006",0.8300000000000001
"France","BCG","2007",0.78
"France","BCG","2008",0.44
"Gabon","BCG","1985",0.5
"Gabon","BCG","1986",0.8
"Gabon","BCG","1987",0.9500000000000001
"Gabon","BCG","1988",0.96
"Gabon","BCG","1989",0.96
"Gabon","BCG","1990",0.97
"Gabon","BCG","1991",0.97
"Gabon","BCG","1992",0.97
"Gabon","BCG","1993",0.97
"Gabon","BCG","1994",0.75
"Gabon","BCG","1995",0.61
"Gabon","BCG","1996",0.9
"Gabon","BCG","1997",0.72
"Gabon","BCG","1998",0.49
"Gabon","BCG","1999",0.6
"Gabon","BCG","2000",0.48
"Gabon","BCG","2001",0.39
"Gabon","BCG","2002",0.55
"Gabon","BCG","2003",0.51
"Gabon","BCG","2004",0.45
"Gabon","BCG","2005",0.53
"Gabon","BCG","2006",0.56
"Gabon","BCG","2007",0.67
"Gabon","BCG","2008",0.75
"Gabon","BCG","2009",0.71
"Gabon","BCG","2010",0.68
"Gabon","BCG","2011",0.76
"Gabon","BCG","2012",0.79
"Gabon","BCG","2013",0.74
"Gabon","BCG","2014",0.73
"Gabon","BCG","2015",0.8
"Gabon","BCG","2016",0.76
"Gabon","BCG","2017",0.75
"Gabon","BCG","2018",0.6900000000000001
"Gambia","BCG","1980",0.85
"Gambia","BCG","1981",0.96
"Gambia","BCG","1982",0.91
"Gambia","BCG","1983",0.96
"Gambia","BCG","1984",0.98
"Gambia","BCG","1985",0.92
"Gambia","BCG","1986",0.96
"Gambia","BCG","1987",0.97
"Gambia","BCG","1988",0.96
"Gambia","BCG","1989",0.98
"Gambia","BCG","1990",0.98
"Gambia","BCG","1991",0.97
"Gambia","BCG","1992",0.97
"Gambia","BCG","1993",0.98
"Gambia","BCG","1994",0.99
"Gambia","BCG","1995",0.99
"Gambia","BCG","1996",0.99
"Gambia","BCG","1997",0.99
"Gambia","BCG","1998",0.99
"Gambia","BCG","1999",0.96
"Gambia","BCG","2000",0.97
"Gambia","BCG","2001",0.84
"Gambia","BCG","2002",0.98
"Gambia","BCG","2003",0.98
"Gambia","BCG","2004",0.99
"Gambia","BCG","2005",0.99
"Gambia","BCG","2006",0.99
"Gambia","BCG","2007",0.85
"Gambia","BCG","2008",0.88
"Gambia","BCG","2009",0.92
"Gambia","BCG","2010",0.96
"Gambia","BCG","2011",0.9
"Gambia","BCG","2012",0.98
"Gambia","BCG","2013",0.96
"Gambia","BCG","2014",0.96
"Gambia","BCG","2015",0.98
"Gambia","BCG","2016",0.98
"Gambia","BCG","2017",0.9400000000000001
"Gambia","BCG","2018",0.9400000000000001
"Georgia","BCG","1981",0.9
"Georgia","BCG","1982",0.93
"Georgia","BCG","1983",0.9500000000000001
"Georgia","BCG","1984",0.9400000000000001
"Georgia","BCG","1985",0.9500000000000001
"Georgia","BCG","1986",0.9400000000000001
"Georgia","BCG","1987",0.9500000000000001
"Georgia","BCG","1988",0.93
"Georgia","BCG","1990",0.9500000000000001
"Georgia","BCG","1991",0.91
"Georgia","BCG","1992",0.67
"Georgia","BCG","1993",0.3
"Georgia","BCG","1994",0.3
"Georgia","BCG","1995",0.32
"Georgia","BCG","1996",0.7000000000000001
"Georgia","BCG","1997",0.76
"Georgia","BCG","1998",0.9400000000000001
"Georgia","BCG","1999",0.9500000000000001
"Georgia","BCG","2000",0.9500000000000001
"Georgia","BCG","2001",0.97
"Georgia","BCG","2002",0.8
"Georgia","BCG","2003",0.87
"Georgia","BCG","2004",0.91
"Georgia","BCG","2005",0.9500000000000001
"Georgia","BCG","2006",0.9500000000000001
"Georgia","BCG","2007",0.96
"Georgia","BCG","2008",0.9500000000000001
"Georgia","BCG","2009",0.9500000000000001
"Georgia","BCG","2010",0.96
"Georgia","BCG","2011",0.96
"Georgia","BCG","2012",0.9500000000000001
"Georgia","BCG","2013",0.9500000000000001
"Georgia","BCG","2014",0.96
"Georgia","BCG","2015",0.96
"Georgia","BCG","2016",0.98
"Georgia","BCG","2017",0.96
"Georgia","BCG","2018",0.97
"Ghana","BCG","1980",0.09
"Ghana","BCG","1981",0.67
"Ghana","BCG","1982",0.51
"Ghana","BCG","1983",0.31
"Ghana","BCG","1986",0.35000000000000003
"Ghana","BCG","1987",0.35000000000000003
"Ghana","BCG","1988",0.37
"Ghana","BCG","1989",0.7000000000000001
"Ghana","BCG","1990",0.71
"Ghana","BCG","1991",0.56
"Ghana","BCG","1992",0.61
"Ghana","BCG","1993",0.68
"Ghana","BCG","1994",0.61
"Ghana","BCG","1995",0.67
"Ghana","BCG","1996",0.65
"Ghana","BCG","1997",0.72
"Ghana","BCG","1998",0.77
"Ghana","BCG","1999",0.88
"Ghana","BCG","2000",0.9500000000000001
"Ghana","BCG","2001",0.91
"Ghana","BCG","2002",0.99
"Ghana","BCG","2003",0.92
"Ghana","BCG","2004",0.92
"Ghana","BCG","2005",0.99
"Ghana","BCG","2006",0.99
"Ghana","BCG","2007",0.99
"Ghana","BCG","2008",0.99
"Ghana","BCG","2009",0.99
"Ghana","BCG","2010",0.99
"Ghana","BCG","2011",0.98
"Ghana","BCG","2012",0.98
"Ghana","BCG","2013",0.98
"Ghana","BCG","2014",0.99
"Ghana","BCG","2015",0.97
"Ghana","BCG","2016",0.9400000000000001
"Ghana","BCG","2017",0.99
"Ghana","BCG","2018",0.98
"Greece","BCG","1981",0.9500000000000001
"Greece","BCG","1983",0.56
"Greece","BCG","1991",0.9
"Greece","BCG","1992",0.76
"Greece","BCG","1993",0.65
"Greece","BCG","1994",0.5
"Greece","BCG","1995",0.5
"Greece","BCG","1996",0.7000000000000001
"Greece","BCG","1997",0.7000000000000001
"Greece","BCG","1999",0.88
"Greece","BCG","2000",0.88
"Greece","BCG","2007",0.91
"Greece","BCG","2008",0.91
"Greece","BCG","2009",0.91
"Greece","BCG","2011",0.91
"Greece","BCG","2012",0.35000000000000003
"Greece","BCG","2013",0.35000000000000003
"Guatemala","BCG","1980",0.36
"Guatemala","BCG","1981",0.29
"Guatemala","BCG","1982",0.28
"Guatemala","BCG","1983",0.24
"Guatemala","BCG","1984",0.33
"Guatemala","BCG","1985",0.3
"Guatemala","BCG","1986",0.09
"Guatemala","BCG","1987",0.34
"Guatemala","BCG","1988",0.41000000000000003
"Guatemala","BCG","1989",0.22
"Guatemala","BCG","1990",0.62
"Guatemala","BCG","1991",0.43
"Guatemala","BCG","1992",0.5700000000000001
"Guatemala","BCG","1993",0.6900000000000001
"Guatemala","BCG","1994",0.78
"Guatemala","BCG","1995",0.79
"Guatemala","BCG","1996",0.77
"Guatemala","BCG","1997",0.88
"Guatemala","BCG","1998",0.89
"Guatemala","BCG","1999",0.93
"Guatemala","BCG","2000",0.9500000000000001
"Guatemala","BCG","2001",0.93
"Guatemala","BCG","2002",0.96
"Guatemala","BCG","2003",0.97
"Guatemala","BCG","2004",0.98
"Guatemala","BCG","2005",0.96
"Guatemala","BCG","2006",0.96
"Guatemala","BCG","2007",0.88
"Guatemala","BCG","2008",0.99
"Guatemala","BCG","2009",0.93
"Guatemala","BCG","2010",0.99
"Guatemala","BCG","2011",0.91
"Guatemala","BCG","2012",0.9400000000000001
"Guatemala","BCG","2013",0.97
"Guatemala","BCG","2014",0.91
"Guatemala","BCG","2015",0.89
"Guatemala","BCG","2016",0.87
"Guatemala","BCG","2017",0.81
"Guatemala","BCG","2018",0.88
"Guinea","BCG","1986",0.05
"Guinea","BCG","1989",0.31
"Guinea","BCG","1990",0.5
"Guinea","BCG","1991",0.5700000000000001
"Guinea","BCG","1992",0.6
"Guinea","BCG","1994",0.78
"Guinea","BCG","1995",0.78
"Guinea","BCG","1996",0.59
"Guinea","BCG","1997",0.6900000000000001
"Guinea","BCG","1998",0.6900000000000001
"Guinea","BCG","1999",0.72
"Guinea","BCG","2000",0.71
"Guinea","BCG","2001",0.71
"Guinea","BCG","2002",0.71
"Guinea","BCG","2003",0.79
"Guinea","BCG","2004",0.71
"Guinea","BCG","2005",0.9
"Guinea","BCG","2006",0.9
"Guinea","BCG","2007",0.91
"Guinea","BCG","2008",0.92
"Guinea","BCG","2009",0.93
"Guinea","BCG","2010",0.93
"Guinea","BCG","2011",0.93
"Guinea","BCG","2012",0.84
"Guinea","BCG","2013",0.9500000000000001
"Guinea","BCG","2014",0.8200000000000001
"Guinea","BCG","2015",0.75
"Guinea","BCG","2016",0.86
"Guinea","BCG","2017",0.91
"Guinea","BCG","2018",0.91
"GuineaBissau","BCG","1984",0.42
"GuineaBissau","BCG","1985",0.33
"GuineaBissau","BCG","1986",0.88
"GuineaBissau","BCG","1987",0.97
"GuineaBissau","BCG","1988",0.89
"GuineaBissau","BCG","1989",0.9500000000000001
"GuineaBissau","BCG","1990",0.9
"GuineaBissau","BCG","1991",0.9400000000000001
"GuineaBissau","BCG","1992",0.99
"GuineaBissau","BCG","1993",0.99
"GuineaBissau","BCG","1994",0.9500000000000001
"GuineaBissau","BCG","1995",0.92
"GuineaBissau","BCG","1996",0.68
"GuineaBissau","BCG","1997",0.8200000000000001
"GuineaBissau","BCG","1999",0.25
"GuineaBissau","BCG","2001",0.7000000000000001
"GuineaBissau","BCG","2002",0.7000000000000001
"GuineaBissau","BCG","2003",0.84
"GuineaBissau","BCG","2004",0.8
"GuineaBissau","BCG","2005",0.8
"GuineaBissau","BCG","2006",0.87
"GuineaBissau","BCG","2007",0.93
"GuineaBissau","BCG","2008",0.89
"GuineaBissau","BCG","2009",0.8300000000000001
"GuineaBissau","BCG","2010",0.93
"GuineaBissau","BCG","2011",0.99
"GuineaBissau","BCG","2012",0.9500000000000001
"GuineaBissau","BCG","2013",0.9500000000000001
"GuineaBissau","BCG","2014",0.9400000000000001
"GuineaBissau","BCG","2015",0.97
"GuineaBissau","BCG","2016",0.8300000000000001
"GuineaBissau","BCG","2017",0.87
"GuineaBissau","BCG","2018",0.89
"Guyana","BCG","1980",0.68
"Guyana","BCG","1982",0.78
"Guyana","BCG","1983",0.76
"Guyana","BCG","1984",0.85
"Guyana","BCG","1985",0.98
"Guyana","BCG","1986",0.76
"Guyana","BCG","1987",0.6900000000000001
"Guyana","BCG","1988",0.64
"Guyana","BCG","1989",0.76
"Guyana","BCG","1990",0.85
"Guyana","BCG","1991",0.89
"Guyana","BCG","1992",0.88
"Guyana","BCG","1993",0.9400000000000001
"Guyana","BCG","1994",0.9400000000000001
"Guyana","BCG","1995",0.93
"Guyana","BCG","1996",0.88
"Guyana","BCG","1997",0.9400000000000001
"Guyana","BCG","1998",0.92
"Guyana","BCG","1999",0.91
"Guyana","BCG","2000",0.93
"Guyana","BCG","2001",0.9500000000000001
"Guyana","BCG","2002",0.91
"Guyana","BCG","2003",0.9500000000000001
"Guyana","BCG","2004",0.9400000000000001
"Guyana","BCG","2005",0.96
"Guyana","BCG","2006",0.96
"Guyana","BCG","2007",0.97
"Guyana","BCG","2008",0.96
"Guyana","BCG","2009",0.98
"Guyana","BCG","2010",0.98
"Guyana","BCG","2011",0.97
"Guyana","BCG","2012",0.98
"Guyana","BCG","2013",0.98
"Guyana","BCG","2014",0.99
"Guyana","BCG","2015",0.99
"Guyana","BCG","2016",0.9500000000000001
"Guyana","BCG","2017",0.97
"Guyana","BCG","2018",0.99
"Haiti","BCG","1980",0.26
"Haiti","BCG","1981",0.6
"Haiti","BCG","1982",0.58
"Haiti","BCG","1983",0.62
"Haiti","BCG","1984",0.71
"Haiti","BCG","1985",0.5700000000000001
"Haiti","BCG","1986",0.61
"Haiti","BCG","1987",0.45
"Haiti","BCG","1988",0.45
"Haiti","BCG","1989",0.4
"Haiti","BCG","1990",0.72
"Haiti","BCG","1992",0.48
"Haiti","BCG","1993",0.48
"Haiti","BCG","1994",0.39
"Haiti","BCG","1995",0.51
"Haiti","BCG","1997",0.4
"Haiti","BCG","1998",0.52
"Haiti","BCG","1999",0.5700000000000001
"Haiti","BCG","2000",0.5700000000000001
"Haiti","BCG","2001",0.49
"Haiti","BCG","2002",0.45
"Haiti","BCG","2003",0.56
"Haiti","BCG","2004",0.43
"Haiti","BCG","2005",0.62
"Haiti","BCG","2006",0.59
"Haiti","BCG","2007",0.7000000000000001
"Haiti","BCG","2008",0.62
"Haiti","BCG","2009",0.66
"Haiti","BCG","2010",0.64
"Haiti","BCG","2011",0.8200000000000001
"Haiti","BCG","2012",0.74
"Haiti","BCG","2013",0.75
"Haiti","BCG","2014",0.67
"Haiti","BCG","2015",0.72
"Haiti","BCG","2016",0.63
"Haiti","BCG","2017",0.67
"Haiti","BCG","2018",0.76
"Honduras","BCG","1980",0.25
"Honduras","BCG","1981",0.41000000000000003
"Honduras","BCG","1982",0.5
"Honduras","BCG","1983",0.55
"Honduras","BCG","1984",0.41000000000000003
"Honduras","BCG","1985",0.65
"Honduras","BCG","1986",0.72
"Honduras","BCG","1987",0.66
"Honduras","BCG","1988",0.64
"Honduras","BCG","1989",0.8
"Honduras","BCG","1990",0.7000000000000001
"Honduras","BCG","1991",0.99
"Honduras","BCG","1992",0.92
"Honduras","BCG","1993",0.9500000000000001
"Honduras","BCG","1994",0.99
"Honduras","BCG","1995",0.97
"Honduras","BCG","1996",0.99
"Honduras","BCG","1997",0.99
"Honduras","BCG","1998",0.96
"Honduras","BCG","1999",0.93
"Honduras","BCG","2000",0.99
"Honduras","BCG","2001",0.99
"Honduras","BCG","2002",0.9400000000000001
"Honduras","BCG","2003",0.91
"Honduras","BCG","2004",0.98
"Honduras","BCG","2005",0.98
"Honduras","BCG","2006",0.97
"Honduras","BCG","2007",0.99
"Honduras","BCG","2008",0.99
"Honduras","BCG","2009",0.99
"Honduras","BCG","2010",0.99
"Honduras","BCG","2011",0.99
"Honduras","BCG","2012",0.89
"Honduras","BCG","2013",0.87
"Honduras","BCG","2014",0.86
"Honduras","BCG","2015",0.99
"Honduras","BCG","2016",0.99
"Honduras","BCG","2017",0.92
"Honduras","BCG","2018",0.93
"Hungary","BCG","1980",0.99
"Hungary","BCG","1981",0.99
"Hungary","BCG","1982",0.99
"Hungary","BCG","1983",0.99
"Hungary","BCG","1984",0.99
